idx,salary
10928,1000
10933,1000
10934,1000
10944,1000
10945,1000
10947,1000
10952,1000
10956,1000
10958,1000
10960,1000
10961,1000
10963,1000
10964,1000
10969,1000
10970,1000
10971,1000
10974,1000
10976,1000
10977,1000
10979,1000
10980,1000
10983,1000
10986,1000
10987,1000
10988,1000
10993,1000
10994,1000
10996,1000
10997,1000
10999,1000
11006,1000
11007,1000
11008,1000
11013,1000
11018,1000
11020,1000
11021,1000
11024,1000
11025,1000
11026,1000
11029,1000
11032,1000
11035,1000
11041,1000
11044,1000
11048,1000
11051,1000
11057,1000
11058,1000
11062,1000
11063,1000
11065,1000
11068,1000
11070,1000
11071,1000
11077,1000
11080,1000
11082,1000
11085,1000
11086,1000
11090,1000
11091,1000
11094,1000
11096,1000
11100,1000
11105,1000
11106,1000
11108,1000
11113,1000
11114,1000
11115,1000
11117,1000
11119,1000
11120,1000
11125,1000
11127,1000
11130,1000
11131,1000
11134,1000
11137,1000
11139,1000
11140,1000
11141,1000
11144,1000
11147,1000
11149,1000
11156,1000
11161,1000
11162,1000
11169,1000
11173,1000
11176,1000
11180,1000
11182,1000
11186,1000
11194,1000
11195,1000
11198,1000
11199,1000
11200,1000
11202,1000
11204,1000
11217,1000
11219,1000
11221,1000
11222,1000
11230,1000
11233,1000
11235,1000
11237,1000
11239,1000
11241,1000
11243,1000
11259,1000
11261,1000
11262,1000
11264,1000
11272,1000
11274,1000
11275,1000
11276,1000
11282,1000
11285,1000
11289,1000
11290,1000
11292,1000
11296,1000
11304,1000
11305,1000
11306,1000
11307,1000
11315,1000
11320,1000
11322,1000
11325,1000
11328,1000
11330,1000
11332,1000
11334,1000
11337,1000
11340,1000
11342,1000
11344,1000
11345,1000
11350,1000
11359,1000
11360,1000
11363,1000
11365,1000
11366,1000
11369,1000
11371,1000
11375,1000
11380,1000
11381,1000
11383,1000
11386,1000
11402,1000
11403,1000
11405,1000
11409,1000
11418,1000
11421,1000
11428,1000
11436,1000
11437,1000
11439,1000
11449,1000
11450,1000
11451,1000
11454,1000
11459,1000
11461,1000
11463,1000
11468,1000
11471,1000
11475,1000
11476,1000
11477,1000
11484,1000
11487,1000
11489,1000
11492,1000
11493,1000
11495,1000
11499,1000
11500,1000
11508,1000
11509,1000
11514,1000
11518,1000
11519,1000
11520,1000
11522,1000
11523,1000
11526,1000
11529,1000
11535,1000
11536,1000
11537,1000
11539,1000
11540,1000
11545,1000
11554,1000
11563,1000
11565,1000
11569,1000
11570,1000
11571,1000
11572,1000
11574,1000
11578,1000
11581,1000
11583,1000
11589,1000
11596,1000
11608,1000
11609,1000
11610,1000
11615,1000
11617,1000
11623,1000
11625,1000
11627,1000
11640,1000
11645,1000
11646,1000
11659,1000
11661,1000
11664,1000
11665,1000
11666,1000
11670,1000
11672,1000
11675,1000
11677,1000
11678,1000
11680,1000
11684,1000
11686,1000
11688,1000
11689,1000
11691,1000
11694,1000
11705,1000
11706,1000
11714,1000
11720,1000
11721,1000
11722,1000
11724,1000
11725,1000
11727,1000
11728,1000
11729,1000
11730,1000
11731,1000
11733,1000
11734,1000
11739,1000
11740,1000
11742,1000
11746,1000
11751,1000
11758,1000
11761,1000
11762,1000
11763,1000
11766,1000
11768,1000
11771,1000
11778,1000
11784,1000
11791,1000
11793,1000
11796,1000
11798,1000
11799,1000
11800,1000
11803,1000
11813,1000
11817,1000
11820,1000
11827,1000
11828,1000
11829,1000
11831,1000
11834,1000
11838,1000
11841,1000
11842,1000
11843,1000
11844,1000
11846,1000
11850,1000
11862,1000
11868,1000
11871,1000
11873,1000
11874,1000
11886,1000
11891,1000
11892,1000
11894,1000
11899,1000
11903,1000
11908,1000
11913,1000
11916,1000
11918,1000
11921,1000
11922,1000
11923,1000
11924,1000
11930,1000
11932,1000
11936,1000
11942,1000
11944,1000
11945,1000
11949,1000
11956,1000
11958,1000
11960,1000
11964,1000
11965,1000
11968,1000
11972,1000
11974,1000
11976,1000
11977,1000
11982,1000
11983,1000
11988,1000
11991,1000
11992,1000
11994,1000
11995,1000
11998,1000
12009,1000
12013,1000
12014,1000
12016,1000
12017,1000
12018,1000
12019,1000
12021,1000
12029,1000
12031,1000
12035,1000
12038,1000
12040,1000
12042,1000
12043,1000
12044,1000
12045,1000
12047,1000
12051,1000
12058,1000
12062,1000
12063,1000
12065,1000
12067,1000
12069,1000
12070,1000
12072,1000
12073,1000
12074,1000
12076,1000
12077,1000
12078,1000
12080,1000
12081,1000
12083,1000
12085,1000
12088,1000
12089,1000
12092,1000
12095,1000
12096,1000
12098,1000
12100,1000
12102,1000
12103,1000
12108,1000
12109,1000
12111,1000
12113,1000
12114,1000
12117,1000
12120,1000
12121,1000
12124,1000
12127,1000
12132,1000
12138,1000
12141,1000
12143,1000
12146,1000
12151,1000
12153,1000
12155,1000
12163,1000
12164,1000
12165,1000
12166,1000
12168,1000
12173,1000
12176,1000
12179,1000
12187,1000
12188,1000
12190,1000
12191,1000
12194,1000
12195,1000
12200,1000
12201,1000
12203,1000
12204,1000
12209,1000
12210,1000
12214,1000
12215,1000
12216,1000
12218,1000
12220,1000
12221,1000
12224,1000
12225,1000
12226,1000
12229,1000
12237,1000
12238,1000
12240,1000
12243,1000
12246,1000
12250,1000
12253,1000
12255,1000
12260,1000
12262,1000
12263,1000
12267,1000
12268,1000
12269,1000
12271,1000
12275,1000
12276,1000
12280,1000
12283,1000
12287,1000
12289,1000
12292,1000
12293,1000
12295,1000
12296,1000
12298,1000
12300,1000
12301,1000
12303,1000
12304,1000
12307,1000
12311,1000
12314,1000
12317,1000
12318,1000
12320,1000
12321,1000
12326,1000
12328,1000
12331,1000
12332,1000
12334,1000
12337,1000
12338,1000
12342,1000
12343,1000
12346,1000
12347,1000
12352,1000
12355,1000
12360,1000
12361,1000
12362,1000
12364,1000
12365,1000
12367,1000
12369,1000
12374,1000
12377,1000
12378,1000
12379,1000
12382,1000
12385,1000
12388,1000
12389,1000
12391,1000
12393,1000
12395,1000
12398,1000
12399,1000
12400,1000
12401,1000
12402,1000
12403,1000
12404,1000
12405,1000
12406,1000
12407,1000
12408,1000
12417,1000
12419,1000
12422,1000
12426,1000
12428,1000
12429,1000
12432,1000
12433,1000
12434,1000
12436,1000
12437,1000
12439,1000
12442,1000
12448,1000
12450,1000
12451,1000
12452,1000
12453,1000
12454,1000
12458,1000
12460,1000
12462,1000
12463,1000
12465,1000
12471,1000
12472,1000
12474,1000
12477,1000
12478,1000
12480,1000
12481,1000
12482,1000
12484,1000
12485,1000
12488,1000
12490,1000
12493,1000
12495,1000
12496,1000
12505,1000
12508,1000
12509,1000
12511,1000
12515,1000
12517,1000
12521,1000
12525,1000
12526,1000
12530,1000
12533,1000
12536,1000
12537,1000
12538,1000
12544,1000
12548,1000
12553,1000
12556,1000
12557,1000
12559,1000
12563,1000
12564,1000
12567,1000
12568,1000
12571,1000
12576,1000
12580,1000
12583,1000
12587,1000
12588,1000
12589,1000
12591,1000
12592,1000
12593,1000
12596,1000
12599,1000
12600,1000
12604,1000
12606,1000
12609,1000
12611,1000
12618,1000
12619,1000
12620,1000
12623,1000
12624,1000
12626,1000
12631,1000
12633,1000
12637,1000
12638,1000
12639,1000
12642,1000
12643,1000
12647,1000
12648,1000
12649,1000
12651,1000
12657,1000
12658,1000
12660,1000
12663,1000
12670,1000
12674,1000
12675,1000
12678,1000
12682,1000
12685,1000
12687,1000
12689,1000
12690,1000
12692,1000
12693,1000
12699,1000
12703,1000
12705,1000
12708,1000
12714,1000
12717,1000
12720,1000
12723,1000
12724,1000
12729,1000
12731,1000
12734,1000
12736,1000
12740,1000
12741,1000
12742,1000
12743,1000
12744,1000
12747,1000
12749,1000
12754,1000
12761,1000
12764,1000
12768,1000
12769,1000
12776,1000
12778,1000
12779,1000
12784,1000
12785,1000
12786,1000
12794,1000
12797,1000
12798,1000
12808,1000
12812,1000
12815,1000
12821,1000
12823,1000
12824,1000
12825,1000
12827,1000
12828,1000
12831,1000
12832,1000
12837,1000
12839,1000
12841,1000
12847,1000
12849,1000
12854,1000
12855,1000
12856,1000
12859,1000
12860,1000
12863,1000
12865,1000
12866,1000
12868,1000
12870,1000
12872,1000
12873,1000
12876,1000
12879,1000
12882,1000
12884,1000
12886,1000
12889,1000
12890,1000
12891,1000
12893,1000
12895,1000
12896,1000
12902,1000
12903,1000
12905,1000
12906,1000
12907,1000
12911,1000
12913,1000
12921,1000
12924,1000
12926,1000
12927,1000
12928,1000
12931,1000
12933,1000
12935,1000
12936,1000
12938,1000
12939,1000
12942,1000
12944,1000
12945,1000
12946,1000
12947,1000
12951,1000
12954,1000
12956,1000
12959,1000
12960,1000
12961,1000
12963,1000
12968,1000
12969,1000
12970,1000
12972,1000
12974,1000
12975,1000
12979,1000
12981,1000
12982,1000
12985,1000
12987,1000
12991,1000
12993,1000
12994,1000
12996,1000
12997,1000
12999,1000
13000,1000
13002,1000
13003,1000
13004,1000
13005,1000
13006,1000
13007,1000
13008,1000
13009,1000
13012,1000
13013,1000
13014,1000
13015,1000
13019,1000
13021,1000
13025,1000
13026,1000
13028,1000
13031,1000
13032,1000
13034,1000
13036,1000
13038,1000
13039,1000
13041,1000
13045,1000
13047,1000
13048,1000
13049,1000
13050,1000
13054,1000
13055,1000
13057,1000
13058,1000
13060,1000
13061,1000
13062,1000
13063,1000
13065,1000
13067,1000
13069,1000
13071,1000
13072,1000
13076,1000
13084,1000
13085,1000
13088,1000
13089,1000
13092,1000
13093,1000
13097,1000
13098,1000
13099,1000
13101,1000
13103,1000
13105,1000
13106,1000
13107,1000
13108,1000
13109,1000
13110,1000
13111,1000
13112,1000
13113,1000
13114,1000
13115,1000
13116,1000
13117,1000
13118,1000
13119,1000
13120,1000
13121,1000
13125,1000
13127,1000
13128,1000
13129,1000
13131,1000
13135,1000
13136,1000
13137,1000
13139,1000
13140,1000
13141,1000
13142,1000
13143,1000
13144,1000
13147,1000
13148,1000
13150,1000
13151,1000
13154,1000
13155,1000
13157,1000
13161,1000
13162,1000
13163,1000
13166,1000
13169,1000
13170,1000
13172,1000
13178,1000
13179,1000
13181,1000
13184,1000
13186,1000
13188,1000
13192,1000
13195,1000
13202,1000
13205,1000
13206,1000
13207,1000
13209,1000
13213,1000
13214,1000
13215,1000
13216,1000
13217,1000
13218,1000
13219,1000
13223,1000
13225,1000
13227,1000
13228,1000
13229,1000
13232,1000
13235,1000
13236,1000
13237,1000
13239,1000
13240,1000
13241,1000
13245,1000
13250,1000
13252,1000
13255,1000
13256,1000
13259,1000
13260,1000
13262,1000
13264,1000
13266,1000
13267,1000
13268,1000
13269,1000
13270,1000
13271,1000
13272,1000
13273,1000
13275,1000
13277,1000
13278,1000
13279,1000
13281,1000
13284,1000
13285,1000
13286,1000
13288,1000
13289,1000
13291,1000
13294,1000
13296,1000
13298,1000
13302,1000
13304,1000
13305,1000
13306,1000
13307,1000
13310,1000
13311,1000
13312,1000
13313,1000
13314,1000
13315,1000
13317,1000
13321,1000
13326,1000
13327,1000
13330,1000
13332,1000
13333,1000
13335,1000
13336,1000
13340,1000
13341,1000
13345,1000
13346,1000
13347,1000
13348,1000
13349,1000
13352,1000
13353,1000
13354,1000
13355,1000
13356,1000
13357,1000
13359,1000
13360,1000
13362,1000
13363,1000
13364,1000
13366,1000
13369,1000
13372,1000
13373,1000
13375,1000
13378,1000
13379,1000
13380,1000
13381,1000
13385,1000
13388,1000
13390,1000
13392,1000
13395,1000
13396,1000
13397,1000
13398,1000
13399,1000
13412,1000
13413,1000
13416,1000
13418,1000
13419,1000
13420,1000
13422,1000
13424,1000
13425,1000
13428,1000
13429,1000
13430,1000
13432,1000
13433,1000
13435,1000
13436,1000
13438,1000
13440,1000
13441,1000
13442,1000
13443,1000
13444,1000
13445,1000
13448,1000
13449,1000
13451,1000
13452,1000
13454,1000
13456,1000
13459,1000
13463,1000
13464,1000
13472,1000
13473,1000
13474,1000
13479,1000
13482,1000
13483,1000
13484,1000
13488,1000
13489,1000
13492,1000
13494,1000
13495,1000
13498,1000
13501,1000
13502,1000
13504,1000
13509,1000
13512,1000
13513,1000
13515,1000
13516,1000
13518,1000
13520,1000
13521,1000
13522,1000
13527,1000
13534,1000
13535,1000
13536,1000
13538,1000
13542,1000
13545,1000
13546,1000
13548,1000
13550,1000
13552,1000
13554,1000
13555,1000
13556,1000
13557,1000
13560,1000
13561,1000
13565,1000
13566,1000
13567,1000
13569,1000
13571,1000
13574,1000
13575,1000
13576,1000
13577,1000
13579,1000
13581,1000
13583,1000
13587,1000
13592,1000
13595,1000
13598,1000
13600,1000
13603,1000
13605,1000
13606,1000
13607,1000
13609,1000
13611,1000
13613,1000
13614,1000
13615,1000
13617,1000
13619,1000
13622,1000
13625,1000
13626,1000
13629,1000
13632,1000
13633,1000
13634,1000
13637,1000
13638,1000
13639,1000
13640,1000
13641,1000
13643,1000
13644,1000
13648,1000
13650,1000
13651,1000
13656,1000
13664,1000
13665,1000
13669,1000
13670,1000
13675,1000
13676,1000
13677,1000
13679,1000
13680,1000
13681,1000
13683,1000
13685,1000
13686,1000
13688,1000
13690,1000
13692,1000
13696,1000
13703,1000
13706,1000
13709,1000
13710,1000
13711,1000
13713,1000
13715,1000
13719,1000
13722,1000
13723,1000
13725,1000
13726,1000
13727,1000
13729,1000
13731,1000
13732,1000
13733,1000
13734,1000
13738,1000
13743,1000
13745,1000
13746,1000
13747,1000
13748,1000
13749,1000
13755,1000
13759,1000
13760,1000
13762,1000
13764,1000
13765,1000
13767,1000
13769,1000
13770,1000
13772,1000
13773,1000
13775,1000
13776,1000
13781,1000
13783,1000
13784,1000
13787,1000
13789,1000
13791,1000
13792,1000
13793,1000
13796,1000
13797,1000
13798,1000
13799,1000
13801,1000
13802,1000
13803,1000
13805,1000
13806,1000
13807,1000
13808,1000
13809,1000
13810,1000
13817,1000
13818,1000
13819,1000
13821,1000
13822,1000
13823,1000
13824,1000
13826,1000
13827,1000
13828,1000
13832,1000
13834,1000
13836,1000
13838,1000
13839,1000
13840,1000
13841,1000
13845,1000
13848,1000
13849,1000
13850,1000
13853,1000
13854,1000
13856,1000
13858,1000
13861,1000
13864,1000
13865,1000
13867,1000
13868,1000
13869,1000
13870,1000
13871,1000
13875,1000
13877,1000
13879,1000
13880,1000
13881,1000
13882,1000
13883,1000
13885,1000
13886,1000
13887,1000
13888,1000
13889,1000
13897,1000
13899,1000
13901,1000
13902,1000
13907,1000
13908,1000
13912,1000
13914,1000
13916,1000
13919,1000
13920,1000
13921,1000
13922,1000
13923,1000
13925,1000
13932,1000
13934,1000
13937,1000
13938,1000
13940,1000
13942,1000
13944,1000
13949,1000
13950,1000
13956,1000
13957,1000
13959,1000
13960,1000
13962,1000
13964,1000
13966,1000
13967,1000
13968,1000
13970,1000
13971,1000
13972,1000
13976,1000
13979,1000
13983,1000
13984,1000
13985,1000
13986,1000
13988,1000
13991,1000
13992,1000
13997,1000
14000,1000
14005,1000
14006,1000
14010,1000
14011,1000
14012,1000
14013,1000
14015,1000
14016,1000
14017,1000
14019,1000
14022,1000
14026,1000
14030,1000
14031,1000
14032,1000
14034,1000
14035,1000
14037,1000
14038,1000
14042,1000
14049,1000
14050,1000
14051,1000
14056,1000
14057,1000
14058,1000
14059,1000
14060,1000
14061,1000
14063,1000
14066,1000
14067,1000
14068,1000
14069,1000
14070,1000
14071,1000
14073,1000
14075,1000
14076,1000
14077,1000
14078,1000
14079,1000
14081,1000
14082,1000
14083,1000
14088,1000
14089,1000
14091,1000
14094,1000
14095,1000
14097,1000
14099,1000
14100,1000
14103,1000
14107,1000
14109,1000
14110,1000
14111,1000
14112,1000
14115,1000
14117,1000
14118,1000
14120,1000
14123,1000
14126,1000
14127,1000
14128,1000
14129,1000
14132,1000
14134,1000
14137,1000
14139,1000
14141,1000
14142,1000
14144,1000
14148,1000
14150,1000
14151,1000
14152,1000
14153,1000
14160,1000
14163,1000
14164,1000
14165,1000
14166,1000
14167,1000
14169,1000
14170,1000
14171,1000
14172,1000
14174,1000
14175,1000
14176,1000
14177,1000
14178,1000
14179,1000
14180,1000
14182,1000
14183,1000
14184,1000
14186,1000
14189,1000
14190,1000
14200,1000
14201,1000
14204,1000
14207,1000
14211,1000
14213,1000
14215,1000
14219,1000
14220,1000
14221,1000
14226,1000
14227,1000
14229,1000
14230,1000
14231,1000
14232,1000
14235,1000
14236,1000
14237,1000
14241,1000
14242,1000
14246,1000
14248,1000
14249,1000
14250,1000
14251,1000
14254,1000
14255,1000
14256,1000
14257,1000
14258,1000
14259,1000
14260,1000
14263,1000
14266,1000
14268,1000
14269,1000
14271,1000
14276,1000
14277,1000
14278,1000
14279,1000
14280,1000
14285,1000
14288,1000
14291,1000
14295,1000
14298,1000
14300,1000
14301,1000
14302,1000
14303,1000
14304,1000
14305,1000
14309,1000
14311,1000
14312,1000
14313,1000
14314,1000
14316,1000
14317,1000
14320,1000
14323,1000
14327,1000
14329,1000
14330,1000
14332,1000
14333,1000
14334,1000
14336,1000
14337,1000
14342,1000
14347,1000
14348,1000
14351,1000
14353,1000
14354,1000
14356,1000
14359,1000
14365,1000
14370,1000
14371,1000
14373,1000
14375,1000
14378,1000
14381,1000
14384,1000
14385,1000
14386,1000
14387,1000
14390,1000
14392,1000
14395,1000
14397,1000
14402,1000
14405,1000
14406,1000
14407,1000
14409,1000
14410,1000
14411,1000
14412,1000
14417,1000
14418,1000
14420,1000
14423,1000
14424,1000
14426,1000
14427,1000
14432,1000
14433,1000
14435,1000
14440,1000
14441,1000
14442,1000
14447,1000
14448,1000
14450,1000
14452,1000
14453,1000
14454,1000
14457,1000
14460,1000
14462,1000
14463,1000
14464,1000
14465,1000
14466,1000
14468,1000
14469,1000
14470,1000
14471,1000
14472,1000
14473,1000
14476,1000
14478,1000
14479,1000
14480,1000
14482,1000
14483,1000
14484,1000
14485,1000
14486,1000
14488,1000
14490,1000
14492,1000
14493,1000
14494,1000
14495,1000
14496,1000
14497,1000
14498,1000
14499,1000
14501,1000
14504,1000
14506,1000
14507,1000
14509,1000
14515,1000
14516,1000
14517,1000
14524,1000
14525,1000
14530,1000
14533,1000
14534,1000
14535,1000
14538,1000
